"file","lines","non_empty_lines","chars","line_by_line_sha256","file_sha256","changed_vs_first_pass"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintNode.cs","172","143","5542","7202a1457eaed9d4fb9b45a5b7a3589a81839ab908d19b42f888a04675c3f92e","9F9B8602E98DD981102ED21F9CE0D3E261BB1D98894516DEF63835902A585BC1","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintNodeBase.cs","329","276","10333","089fce30e7432188283e59ccfffb201b4daab415ccc25937d2542c753f8056de","C1164A85E9276FA43176F279034DBA233C0E0FAC35025B8CFB06DE140B81C447","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTree.cs","88","76","2433","3bcbed79dec995b276c9ba7b9e27ce4ceab499ed3ff3640126207e84665846f4","9666DB63986B9D71D43C7607D5665DBEC8CB16EB0BA82ED4B6608951FF6D0E92","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTreeBuilder.cs","369","316","15719","92a996f0397dcc942eb0e618544e742a93f5b60dfd82fd2e826d8e0dde45f56f","0809C0BA53EAD404B9BF091B18264CA58BC4A07DB2618D73A35EEBFC3C287CFB","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PaintTreeDiff.cs","26","22","931","0c52bce3567772f7f616d44f1071b0836bb9437b2d90be0b9f5e991d0c49b7e7","6554B3E071921706D19AD3F5D20A31E534659AAAF2ECD5A3869E042E882DCBC9","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\PaintTree\PositionedGlyph.cs","33","29","845","f1f70ee4c764a5fb660f8560a63cd716f36f694f30476c7179e520bfc5c4e4e1","9AFFD4834480CB714C48BC2686837160BD494C1CA2F69D86AE5341C725A8995C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Performance\IncrementalLayout.cs","235","201","6394","118a288a8895eed2d533bdf766ccf93876939e1ba933b67ba1068dc26c0a3dbe","1552AC6E4991197980A97D5248C6DC47CD9C243A0A1119CD7D57B21825A4642F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\Performance\ParallelPainter.cs","336","284","9300","e8388cab1abc62d3efe5e10faf06642696df560da8af562c1b2061374d811cde","A0C279AB2086CD30CAADAA524C4234A4310E0349A6421D870DA968F1297224B5","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderCommands.cs","569","503","17546","04790b680775d99683a2ebf77223cfccbc7002a352510e84e83d4300d8f813ee","61DC551C6BA23A169EEA46571A7AB8CF3756EEB89F366C5C2417770B2F2ABF81","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderDataTypes.cs","128","110","4579","069305d51247f21daf4802b0c5385ebbfd4b279cfc03fc422c4c4fd8907c5638","A3112FCBC4EAAD2F4FC902F7C2799D4AD30F52ECB555879B40C9AF7FE4242A9E","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RendererSafetyPolicy.cs","20","18","731","c91395e6b51e8232d039ab2ccc126222d6a9263adae716bdf7023948983c0be5","1DD6BF3143F321322A22DA39A5B38EB0A9914A44938BB48E378293E414BF81EF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderPipeline.cs","150","131","4750","4b3eae937e059c238f8e62f3878d8943dbc7e94e8dd93a6c95bd78d0ad62bdab","6AF846DF7158F258D96CDA6D08BCEB52836A574F87F8CD56F03A124F67913A99","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\FrameState.cs","76","66","2276","b1150ff722ef105a30c595acfb6fa51e7c688e102f6eed45418b59f80677a112","38297B3B103957B685EFC7EDC5BF03B5C184851AE9F7A8A8548A71683D2CA10E","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RectExtensions.cs","33","28","856","8f65575d19a794f3657357df59bc77a0590193e21d8d8a96a9c7ce7e13092809","443B4EEE4602966AF40DE87502C2318786C0A8E19EF9659D2D739859910904FA","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderBox.cs","610","516","29053","cf3d9b1a089ef6f79127ba79030694b378c1ecc786bd914e0052ff597bc4bdc6","87D0E7661D58E363889B84A884208CA640D86F27042BFCE8E31A1BDA496E7C4B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderObject.cs","56","46","1697","bcc7e34fbef200c5d6e6180a496c565f272a80efcfb0c01b9bc0723167dd6a54","733241BEBBB2004F724A45492B096BD4868BD196947D798D83CD4DCD7A100969","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\RenderText.cs","38","32","1012","465cc75e800bc79e39ea3608915a1b60f4fd0b23a43f872936403a4e6120d248","453247C269C495562448F3616DF489F3EDBA2851D003CCD9E918AE56FC241B71","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\RenderTree\ScrollModel.cs","208","183","6099","569e8802d22e83e35c5cfb91e5c049a08b7cc6eead0acb5b0d1cfcfdacf8a736","5BD97B714285DBAE00189C8333743D059201BC2A7EE9D6FDECA602B33001D7E7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SkiaDomRenderer.cs","839","712","39110","a9bf244b1ff447ab031a2cdee9d185d262224493b27f57b3c18a7f44dc4cde2b","696E590703E4153654CA5ABF1AD7220795AAAA5882AF02EE7671912893FA6434","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SkiaRenderer.cs","1012","880","42052","db61b63aa95991825ce1180376829962d3a40858234ece69a450e76bc96aff11","70D606C91A7E13F6311BB6B05DB0D86A3AEC6EE0C96D343B7C0BB02472951151","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\StackingContext.cs","122","106","5004","a3a1f780d3ed6174333cde3837b942bbe748d5f5d27e0d697cda76aa3d7ad408","A4DE99CAC851A2B76DE9D025CA12E32FB0E6433527CC3CF501D78EB5C9D31D3D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\SvgRenderer.cs","315","265","10445","076694d154ab626284906cc9371abf99895f066d4486a9a7a8aababbe950ab9d","C299C45720F7B982D5C7896548529D8F0BE8061DA371CFD7D03A478757AB29EA","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\UserAgent\UAStyleProvider.cs","360","313","15507","843b36d5b6aeedc291e4a48e00dbaed63788a32cd6728bd75a0eab01620262fb","71C962DB0D8B28A32E291AC183E4B65B397DAD804ACA314522027A32DAB45222","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGL2RenderingContext.cs","644","536","23047","93129c37bd86ea354e2b525e7bffec45dd7b26cca21d47a9fc4e173d58883e0f","F45E7822F513EFA18038C7501CB00E5369035F8376857D9AE7693BB77E8522E7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLConstants.cs","277","256","12117","7e553d09ec87fcb819c2af25278eddb4d780e8df787da0d3f92c5a909316662e","E56674EC61F353982290FBCB55624589DAA26A86803CD0A1DC5E192C0ECDF151","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLContextManager.cs","283","253","14599","2c71d03fd0cc9895193f19707dbb48254134bd34f794c6cb0995b82604408255","2B1D04270F844DE38D6B2D09B0E4C267E175F9E65F7D2E7C39AF762C057076F0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLObjects.cs","278","239","7270","e3e9b019c19f670727be7816079d32a647e2e06fb0ecedf8f77fb7f0b5a436ef","43773AEE10D302E98EA07740402583B073BA0B5D099760E3540367D706A9A0D9","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Rendering\WebGL\WebGLRenderingContext.cs","1215","1032","44781","315e3603ddcb6aae2d667e5b8094af4970490e6bafd18afbe424c924542b64ce","F23EDB28D9A9CCA556D24ECC01879C252DB76DA6C6140178171C5A9BA2360F77","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Resources\ua.css","321","283","3612","27a684280ab2644de4019916325709a594deee99fb947b195be14a07d3c65af1","A6D75E55EBF9BBB6335D819C458262346E550D123CA99AEB8A3096BF541C00EC","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\CanvasRenderingContext2D.cs","1025","887","41074","39c88a80d060190aa4c5b958c83b9b5fb55a2bec02e17003498b72d0cc7fa41a","4AF01A5F8E14B54EB7CA50D724A4E3E3D4E8F671BD405E8C01066003C96C5DD8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.cs","3711","3210","160720","1020aeb00f586dea64bc84f6660eb1b37ef9bb3048de9d20db8e7d6286a881e7","52F27D6882EAD383574ABB2AA6D4EB44951E5EAFF649055749490EB86566E644","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.Dom.cs","1269","1150","62788","8d188e6d82a7a70e5cefee3d6d5e61ffcf14c42e1f6c633bfc3869c8d0996f49","34D5115418304013F2C3328292B6963011E54444ABB4ACA8B0326DF1890450E3","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptEngine.Methods.cs","223","200","7341","b1aad2df1eac33771e2ad906ffd2ccde58cb3c656cf552acc58f6c8900662cab","13A754E35508B9A207BE5548EE72A1CA90C0509CD3C6D4A5BBDD7C9B1BCB6A94","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JavaScriptRuntime.cs","23","18","450","2c799c53f86f2ce1ae79eec673eff8e1f65888572d059130e43ee140f1a7e66f","67474442CBC492962E5FF09161901E648AF952C533FEFC52C16C56E0B868A7CF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\JsRuntimeAbstraction.cs","120","102","3971","8bed29e041b08a77f2a117cbd4d8f7046d7950b5d9bd8cd4fcad51ab17d3a301","7E369AB12C1EF4CE0490A792AA848A1A0397546E62559B2611E02ACCF7D4A144","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ModuleLoader.cs","216","187","7801","63beebfad7d99a3bb964ca08d4d40826c7bfb9b79a3f8205d83696b848692f5e","F6E76A4E031217BD7C4135E4F30D02FDBD3126A97BD49950399E9A4B3BD867E7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ProxyAPI.cs","86","73","3278","e86655d8b9a60b21341b58e27e3ab2f9a7bf5e8bbbcf6116bb24dadda3815b91","54E8D472A1F167ED5D50DC4D7D9A82F7D9C7CB4EB7092AA04745477AB3044B71","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Scripting\ReflectAPI.cs","158","133","6809","18167b44f1e453dc1a583dd58ef0246efbca7be63d32f1a6e395cbcb91b20465","891023F0FE4077D422F84DC1BDE72F107C7425B51ADF8D74E673344F88ADD38B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\IPermissionManager.cs","119","100","4133","16f100a47651df6ee9ca92b512d07be0e103b6e3d01a2bf6c5bf340dc6bf4032","1ED0D0E4AD16E611B5FBCA93E617B522AE0F0BFE86896C5A4FF86E905AC78E29","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\IResourceLimits.cs","119","96","3643","4a7d8198ad2381a9a3ae48ce653e3f00bd448556f1333a36a997a2e815305bb9","D2A9AC990EEAC22BA4474AA6E473CCFF08E7195B1D94CE99C8FED286DE7D4443","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\PermissionManager.cs","123","105","3639","fc66c0b28c389706b29b333b0415334681289ce25c0406f669623176e17c0df9","F1C265745EE042B20B88F6B3E28FFEF239C3F29B9164F7A37FF0781DDF6A5781","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Security\PermissionStore.cs","105","93","3079","f1ed6e4198e4762a1638bda96565542aa3ad83f15d79f83d9406f75cbae19a57","3C57AE7201E790C75E6BA49D015C4E665E706BABA72E58D117708A71C4B4C042","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\FileStorageBackend.cs","471","382","16598","382a174f58cfcfe940e4da3a0d6eaaec092d7018cc3deedfa3a94cb530acc696","FC2BF046B3846E7468B82A3197A24B520497C8709A85839EDC26899D83D39B9E","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\InMemoryStorageBackend.cs","238","195","7862","4842fc68e612f6d15b2b12389d586f4279bdfa5a984f091279ea35336f93e074","3DB9780ADE42BE511A08DF2CDF01B71537B04D78DDC93B39D916D136579620C8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\IStorageBackend.cs","119","102","3824","6afa0bdf563539cb61f73e31927bc72ee293590a0319aa41c6956e8f78be4311","BC4C3A48FBA0393BEDA62B0EE74460572A9370D93AD0E9E2BADA983AEC4AC7D4","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Storage\StorageUtils.cs","122","111","4277","6e65ce9235b13bffeed79ec82d4f7d855645314d53a73f4b1186416c43440dd7","21A2F17476296B97EB836CD2FED948A23B490D7F02DFB545771F7D4A7B110B97","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\TestFenEngine.cs","452","386","21302","6c93c4c8d156a8db029f4b218c8fd966e0a64707e516e97e92162513a6375783","59C649AA12D5F065E750D2D9B82B99B4A842080934556F6423727BC50860DE38","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\AcidTestRunner.cs","364","312","11111","bd5a91a9c7b06bef803827db0edca17fc909d7276ad5c4c3b304171b69b01f27","AEF793C3288FF1C729D61D5C40C7EA930F0B2000CABA0C87D833C36AC6BBCD2F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\Test262Runner.cs","830","733","37038","20cabf99983b8aaa0e98ddddbd63b2967f318dceaee754a18168f7afb7fe7051","5D82519DF70EDF3C8ABE5AC792819EF2F505CD98F9790648C3E89CDA878CDC79","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\UsedValueComparator.cs","386","336","14588","58af5e8c076ae7c67e8ac84d5efe34a7bb5561af75343ab52d2d684bcdb3d57e","5A0404960779168690AF2D18218886590B5CC489DDC56480AB06CCC87254D7FD","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\VerificationRunner.cs","68","56","2646","b4054741abd2c2a63a0f9155c0cabb46f308eca3f03db994b97fc81323c46ac0","BA6B0E5F0A45F57BDC5C35BD052299859FE66AF20656B0E0D032ACEA5BE36BFF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Testing\WPTTestRunner.cs","486","424","18663","df8f7d3a4dc7a2d899f926906c9a3a0cde5127223a500f4f690e87d4ddcc3012","A5DF82418DCF6192DA9312AFF9CC56F8A3A2D943AE8DC57B462A271472439570","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\GlyphRun.cs","75","64","2026","dedaf870ded9143e6bf80730f39eb06b2197b3824b345f9659b3293d243454dd","7DB4E428DD11D42A9E6A0816EA06CEBADF1BEC49E491748DF270DC0867CF6C2F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\IFontService.cs","71","67","2837","6c7399ac682918efa23265ff3f3a630dff3179a8b4920d3b9436bdef38a77be0","37DF053449A7D188D3F90AAF0F6B5F92FD8E80340EA95D7E81DCCD81B2E6E5E7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\NormalizedFontMetrics.cs","103","91","3634","520b5efa7c97b159d8c9ba2f1fd1e2a16fe79106a3fd70cd0cb03dcb7711b3bd","D26B8BFBDA8FE80C29311DA23D2A94A39712168A0275C32A28D2A18209478000","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\SkiaFontService.cs","113","94","3847","f9db4823f649baabadd7213a0de15001ece8b9554b6e72f4208b6995c69941bc","2E817D35890E16D9D3CA27A3241DB4A1808DC1D718F0DBBD616F086FD6A78722","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Typography\TextShaper.cs","281","235","9485","78842451dc934f84d16b8a5bd9b3a92c4b42ed3f84f5ede6e6287c0162b898e6","CF7D735ED03B3C455FB90E459188521700E08F7BC68E2DE831C5E996A42F1350","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\Cache.cs","274","236","9857","e13bff5cfe88d38b854446cce883ff99fc51fd02a613b96aa8f0bddc26970191","A6DB0DDD6AA3453B8D2AAC9446759DA1DA3C3004261C14A6F7210A69F38C7576","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\CacheStorage.cs","151","138","6116","c36b7af745694883380f763904a0ab41dfd467773c2d28fd13c6ecfecc7e3214","C4C50E093EB1B8E41243A86F5361BB9C1854F0B7595EFF44C5DDA3657B410645","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\FetchApi.cs","553","475","23839","5b4adb2ddf2c2bdf8ad8360a4990cdcaa4a6efe4f183512c8de6d248f63071c9","527A9F1B9C56CFAB0273C0FA89B91D24486CF94996EC73F49077B8828C7CDB4D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\FetchEvent.cs","280","236","9398","76971783f576844c3569ee7fcf3de0f36cd639855e7293e0f8cbbb459d385248","E61F4B70E0F87F209D09FE3CC1E42642892F4E3DCA9ADC0B4CC72E4804D78872","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\IndexedDBService.cs","134","111","5439","e96a19f43414e297b8461fac9fed4f9a0476b98f3981440c380f84fbec99af55","97D74C2A37300648FF9D4EB5E25FA27ECC88370DCF68C27063BBE16400641AA5","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\IntersectionObserverAPI.cs","118","103","4787","c9d3e55c024499c951ddd4bc294d7ef560af87e7ac5580877375e9639fd17038","B1DC514F67EC8AFD489F5B5C1848B63A8FCD726B5F737511D89C1391E0C68464","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\ResizeObserverAPI.cs","87","76","3306","aaaff9e05ad11e7fc5960c04db87ee2a89b64594d158cbe25985168dfa6fa2fc","187A1EEEB44209C71BBCA126536A4D4AB0C67483293A5CF0A18D9015AD12C76B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\StorageApi.cs","352","308","13649","abfa9677a41f09644f7f441951fda5cbeac5dd8fae030ad252d905f18d177b3c","A46D6B847E7DD614C496D452201685187A849E1D4E7C98D7508D40FA39030EE5","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\TestConsoleCapture.cs","177","153","6311","6b17afa9be1fa83d06050dd3fcf2deefc08ec6c48e086d1314f02243a72e1863","6328F1D39C0C10A3ED5A8AEE825FEBDE958226541855090E1E10741F8A365D47","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\TestHarnessAPI.cs","326","289","11636","cae1595d0f451c7b4418b191a59f44a4c4bf0b889dc7b7924b258ab340a36521","F7AB7F0D785980F96B417F808BA6CB44F827F005D9819D75F57B1905B67D7F27","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebAPIs.cs","296","260","11558","b4e577361a24b0564570c34e40c02d8d036591ac7daab197c7aabf7f11333a83","40F84B93B38B9461F87675FE9067791D7D350B9AB127F5A62B17C2556C9DE25B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebAudioAPI.cs","401","343","17521","f1ad6d4318ef18cb6bd5c7bf68546f320cb598fb4669ba9688dac37662053a1d","073F9211543E1545DE98BAB77CE82B158D20A9C51165BBCC3CBFAF0F03BDADE9","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\WebRTCAPI.cs","364","322","16424","054985f2cf5bdeec0a6db484468a23e78e0e7d988a1371079fb52e2cbdc047f6","C6AC78596527F131FE055AAE7393B3CEE5385B78722A0C6B38DD99F9DDFC07CD","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\WebAPIs\XMLHttpRequest.cs","207","176","9389","3caca26d4ba4cf1820b5fa19fafb5942126f63930b027aeacc92e3b7b0b7f7ac","C34A3FF32CF93C229734C5BF5B5322271CCDABB82F4379CC69663D682641DB16","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorker.cs","164","138","5736","b277a5b94f43ccdef5fd61924b63fe8dce183a99aadd420048874a02dffd2a2b","65346A1F05E44E90F783F4849810B09C99B57DB3D7531B76440F8AA2A19F8AA4","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerClients.cs","166","143","6338","744ea858b8ed3d213b9ec00687472efabb738cb06e90b9c39347573935c8547c","140D5F3EDF0661C0730C8C2EB504894C1D544C5B570033520543E2AF0C6DA0E2","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerContainer.cs","252","221","8972","2acbf1ec5af797261343ec14f52b100fe61497360f509b6940c686ef748a1c91","4B75007C7F39EEC50C18645A1A9915212F3C3379EEEBA183BB704AB9A7F5EB21","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerGlobalScope.cs","110","96","4325","8ae6a821e23415e0ae03a12f61bc118ede2d857065647c1ad5e56823a8c92cbd","36B6D8BB901C763F72D12CCAB001E9A466A87FBA96E4ECF12861B9A7F76BB985","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerManager.cs","366","306","13850","738a5b1ee0dfc665183a469b27088b8b441d4ac24ee91bafe3e64a3a5ced4c44","76F79EF3C76D1279120CA9073E2BD674A2610C8E5F3C3C47C6E7362F9AFE9F82","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\ServiceWorkerRegistration.cs","124","110","4567","b00377a1a3fe098713e65cf89894ea6163834815e8a3fed0ba2d5e0e1b7d0316","48B00AA865EDC2224F35D29757DB9AF038E679AAA82D5D2D737ABC746CFF9458","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\StructuredClone.cs","183","159","5780","5fb916e4c7f1786c0f0af4d9e2c1261c1a7931f68ce064ca26db66b76587e2e7","E16FD0A86828C8CD289F87343A73C29A27D4932526B0FCCB04EAD5D22A991496","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerConstructor.cs","214","186","7741","75a29f0adc443615501f266ad06cf2e364a8bce39c3bcc178f7d586bdcb08a45","B28FB6CD0D6CD650387B4A333D6420D51173EBF98C4A35B52B67059FCB9B0618","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerGlobalScope.cs","401","351","15068","08b374b1a53c28de49847c196acf619b0447f9eb58355fed8cbc0e43a555875d","946FE9C81FE91A10F9542B52F8702F2851926FD982F295AFB488B27D874FCB89","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Workers\WorkerRuntime.cs","505","433","19251","3478b712206968b4d378c953037bf2cd23a2cb4927d172e4dd89744e416f8417","2C9C1CD4DF05961235802BE94C0B0477A574F5389787A9CB96CC65D4CF3DE518","False"
