"file","lines","non_empty_lines","chars","line_by_line_sha256","file_sha256","changed_vs_first_pass"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Adapters\ISvgRenderer.cs","127","112","3851","b2bbb47bdc413d97fcec89a2ee221baa4bef6e500ce1fed3fbe7cc99a8cc486f","FA5D6D972474C5E8F181CD0620A568BA338004FE5CBE057F1090411122AFBBDD","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Adapters\ITextMeasurer.cs","21","20","716","c832f1102953e7ee516bff488cfbfd98cfaff0b2e9ee216cae36b48b1412d9b9","BCE198EABAED479AAEB12FFA3E0F5ECA5F62F14A3B2500687D908617220EF46F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Adapters\SkiaTextMeasurer.cs","42","35","1454","f2a0a80266c86cacabc9c30c89641df3eedac5313752a5d54cbd00f003f9dc9a","EE0BE5B56179B9D93FC1CA5831F5509E7C49DB26D04F393739E231A35D7B820B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Adapters\SvgSkiaRenderer.cs","325","287","13202","93c9a0ed13ae561e8b74219e4194ad3eb982adf5c3d39c7fc237b768bc66d4f1","456B42DBE5C6FB9F03CBDB4E85DD12FC19A9B8BCFF0A504614293CC0BCE902C0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Assets\ua.css","103","96","3715","9e7c742fcff3b05129df9b575dc4dc26ba8882b5d0c73807180a4e2ebd501299","BF54DBACBBCD01E9BD7EBD71426D351D0307F18AAD337CC06155B9F75433A27C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\build_capture.bat","1","1","1","dad66f8f3754e2c1a48441db7e4b2813a56a2ddc8b3a03523997a07de37e5f5b","A12BF2ADD59EF37A7912F305C3C3E18D34E077D35FF912ED9D5707914B484D04","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Compatibility\WebCompatibilityInterventions.cs","306","271","9910","188cde37fc19d058723e553b88c828d361e4f06de6bc1b7d9267b7f7a30071f7","C7A0369C20E6F6AFF4D621756A7AFFDBB8DCDBDB7D5BDFDF45C37119710F1661","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\AnimationFrameScheduler.cs","308","257","9588","2cc40ad75f9efbe942927fbcbbef6829e3f3d886a7c50508697bc79a551bdabf","19F1DBB73B5840DE6B2E77860E4994AD9DD7B15249AFA5FECD71D8EBBCF1109D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Ast.cs","1160","1017","35169","fdebb0472e65fe78ada05b954f98a0d0df8942749012413ab5a6be0007ca3be0","31F0697DB1D79DB30CEB38DC1FBBBC462991F49ACA01D0B613CB0BE98B8D0F7C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Bytecode\CodeBlock.cs","40","35","1374","a3205544cdffe3eb64aed64860a6bfd483c667f3b826f68006afa3946fad20d0","939DEAC035AD51BFE1F1FFD722E375B89D6B349573DF01983678B9210E0E1D2A","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Bytecode\Compiler\BytecodeCompiler.cs","3665","3254","133658","3f65c06d9e2b66d9521c9e55ab57c2afb2413b2568028a8a566790010d465150","876207FCABD14279B24C94501DCCDA413E6B7AAF599933330AE095287C8C698F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Bytecode\OpCode.cs","106","95","3025","6173dfa4a4c437638b3781b8d4b9c58c64c3b94de72f97dc1de72626ff92377b","A05473326229D2B2ABD67F82B338D41644A2BC2B9BB12BCF6E14E20CB5A636B8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Bytecode\VM\CallFrame.cs","158","138","4888","ab8d3bc833d42ed0cc57245f04cb021187b3339b1c2028e06841163cabe8619f","B94394BEBBF385E9419636EAE4A4FAF8831D9A12090CAB745DE547B122D2B842","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Bytecode\VM\VirtualMachine.cs","3049","2720","134077","c2bf2efaf3351d4dd1b69ee36a859a316da70fd87aa661d7ae280bc9531e7711","2F6D2F74E63C85B39D0FB4B3CB10FDEF3286D7079AE87AC6425D6B168C9D9E8B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\EngineLoop.cs","152","127","5069","6030b6c74595edcc7172ee37ffb337c2b4685f430ecd65e5dbfccc2188efef20","6099FDA15BA1DAE27DA04186DEC067483D80C1CBA90D396A16FE56CB16D45C00","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\EnginePhase.cs","70","63","2803","0f91a0ebf80c4ffac59d407a431728891d77eee03a7d54ba2a72a76d2345aac2","9718E840EE55EBA4B5610155CD5B4661DAE624C352027CC46688DDA4DBD67D0B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\EventLoop\EventLoopCoordinator.cs","380","329","12012","b72dd5288865e3f410a1bc7de136390e199125f6cbcd06c3462deac040ad2768","AF8F2EF814F21B4B82479A1F6695D373F7B1CE77D207868B4E3194FD6E2C8B12","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\EventLoop\MicrotaskQueue.cs","148","135","4141","3305cb1f1920d51ea2c15a24e2692cf7ba726b9fca83c0cf2a83de26ba2f52a7","33C2CC67BD999C4A1B50D570303677490069B2D41DEE0A7C61C97BD1551EEFF1","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\EventLoop\TaskQueue.cs","129","117","3597","191f80c6570328340633187c2f6809c1562b93a4448b5c3d746060f87eac0b6a","EECB15AE840D760C8DF05185E3479560E451F2B7B90035C100F3C8E150780D4B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\ExecutionContext.cs","107","94","3521","affe14b0c720a95ce2056e606ef24f0eb5da3c59787d3935acb553f2d48388d1","69ECEE2D6AAFC211B86D090127F1DC405FCE22349126407B1D61529652BF74B0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenEnvironment.cs","310","260","9080","29bd87db87e18a6550ab9ef159b05e31d280f20267b3e09e50f8bda43d6a73aa","93CE75EA742AAB252CD62888DDA750638F8A71063A1B4188EAB601C45FF2F0D8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenFunction.cs","275","238","10953","fed2aa51df5c8f5c7af31a332ba5b5bb8ffe9ee9065a08bdeb8953bb7b4107f6","B894F860ADB8CA879CAAF3211C04D595E7ECB0D37D0569C868AE3097E26591FF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenObject.cs","603","526","23689","a7fa9d56cea72f765bb47095523c32e441cac09da9a5f21ae0902ddcd1f6b18d","9CE569FA242B9C30D3B347E359A621A3A7F07F320F4A2B41B9E99B387D1A33C4","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenRuntime.cs","14195","12490","655483","b77d3004c4645e6cbc53e3a032c3ff0ca43fdf36f35a0a95bea6ea6c161c63d1","BF34856104B22523C0773BE2EB4B75387612B775F34681FA8B3938CDDC08EFFF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenSymbol.cs","196","171","8194","239d81a8da22ef1fcc007f25586ed57190ec25aacbd2be87cc5f22da46fbcd29","BC172EF754C18AA4E7A71E546320D883E9BFF34FE2E300CAC6B76E3F1075D5DA","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\FenValue.cs","591","515","24248","dfe5bbc73041ce8018351e3a968ddafebc06a15cf9b3b555a38603cdbbd7d6a0","FB5BB8C72134C1A406664977AD071549664B0AAB56127135D61B53105F5E83E7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\IDomBridge.cs","21","20","829","588040f69c23ce7a1c0367ca18126c9b772bf331d9860a920cb422ae246b44a8","B546693671B43517A254167C57084A0827E3B5A2EC54129B4B62C8A686D3C3C5","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\InputQueue.cs","426","376","13941","da86773728476d936c3e5ceec294eb2e49cd1322d77fe2e7bf945731699c6005","5C04FA5794F5787209817AF524A2589674FA44F779430FC10EB104BFD124E700","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Interfaces\IExecutionContext.cs","134","111","4116","2b9ddac268241705cfbe3a7cac5cfe47b24ae1521fafcaacc084f77f40ffa7ce","96168FD90361B2AFBEA7F44D5D9B0469B3EB348D975824E52D91B1277E962760","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Interfaces\IHistoryBridge.cs","11","11","305","86aaa03e361a76560fbeec05bc77432426b2699f9ffac8e947aa566baaaeef9f","22D48C8A946B54931AE60DF9814A0DF79BFFF551D71EB89A3D3C455A943392A2","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Interfaces\IModuleLoader.cs","22","19","617","86190d1d2f702add144a279b2c86317d744f3daf1513cfed214530fa71568706","36739E1549D644FB426085F9630F570D3F3948DE7EF60DCC57F1DA8715048EA8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Interfaces\IObject.cs","78","64","2549","6618ea1e6eaba52e9ebd03dedfa2d0ef5f51784b8df388120dfff4d7c946c57a","A3AB2B9655FF6E4CE96248728FD9C2966C7101E2AB234EB6F848137E13CDE8ED","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Interfaces\IValue.cs","93","81","2405","887b62011bfc2bbbbe1c5bb7b71f6262e96e93e612f7c21c59e89ff82d20a5dc","EE90E941CFD4E3C1E05BC1B2963A49C39ACFD8DF3632F3C3806A9EB416BD5462","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Lexer.cs","1768","1639","66527","6bec8129890e6978b0100bae74a6355bf0f1f4c60463e02caaa5764af49d431d","B8AFD7A8DB0F0A196FD074E00D04D8943FEBC2FB66F45E1F25B208250F48668E","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\ModuleLoader.cs","518","450","19044","38f836cf841d81c87edf53f946c00c641f884ffdd631573fa0738e2d69d1e4dd","F07B65881C98937DDAC5531ACBB3DBF87FA58DAEE84C446C93843FE6E2FCF135","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Parser.cs","5548","4829","215320","7052c130f2a442d0044f7e366d1ffb977db6247dd2a2ef16bde8b574badefcb3","571D21F609D3AA0CBBF20B99E7063D783A35AE063F7BAEFD6511ABDAC39D5C16","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\PropertyDescriptor.cs","89","79","2856","4ff697d6f33fdb10183d983cfde4e0c0e2267674e6cb8211b2816994043a9c12","F1E653D48267D8C5CDEAA60FB13DDB77902E0D178C6DC86C17C20CD1E90DBA0C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsBigInt.cs","209","168","6815","386fdabf89ac7852fe6896d2e1ee23d9d671f968b5b1f8551db6586eacddba4b","5179E0AF31149D028DB73C1C1AF4B27751BEE0B1029074B82DE38D46BAF1FB90","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsIntl.cs","122","106","4965","312a2a2786965ad78110214a1aecccae2169906243753d022377ac1f09179b44","6259FBF0170010E2D063F906F27C07193F7B56FBEAA53F6410C6EEB7F4092B6B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsMap.cs","135","116","5674","a2dcde4ddaf1a9aff5d5c457f31572f1ddeeea72e29134c046146dab380e8058","48DCFE1343558E4FF784D75452331E5B0031786DAB87D601414320CBCAE47F65","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsPromise.cs","549","480","21973","e11499fc88814e3be301df77645003611417a4b25e8688723381b3f85490382f","3F3A363B3B71B1B382A6C1D25807890650A97CA2955318BFBA840B7037C4E3DF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsSet.cs","205","179","8945","dda808bd4580f175ec22a7ddcceab25f4d488dcdccf78bda3b3a080f888783fe","E0A5DFA42AA68C779B2FA0D303E2D8819B8A7F5A471383C6C948F3DB07002F71","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsSymbol.cs","190","163","6238","8899c057ec9cc9ae543f0d976ca1ffa09b9bec8e5915ddbb9297d1e32bfcd491","946688F8B4EA60989994C3BA9E75574140FA71B8359C7ED3C4405DB66239A3CF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsTypedArray.cs","525","481","25963","a8a60fddb551d2e80f2dff10af6fee06485dcae77ebf09bc36c1d97b35f116a1","5D067405C810A66801990DBB1F35419D550F2730E28CED9075232929E20203A7","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsWeakMap.cs","61","52","2296","40b2d8f729918258ff76d73905d497ca0cfeb2c770e77d0fff9505384357416e","AF7A19E77E6EF86401F0ED5F091B1FECD6917E94A397DBB9AC00FFEB90EA68B1","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\JsWeakSet.cs","53","43","1959","93c46b26266feac932c4345e586801c11ec5325d4723f6060c82216484f6af31","E2595ECC79ECCB92A357567F0DED7A448CFDC073C90BC72C9C8A3268DBA4C533","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Core\Types\Shape.cs","89","76","2982","0ff1022660b60d147096d49625be0f3ca5ebf45282d7ede908c3d6c9fc83c9cd","6479A6A6B50BE63846DEF8E6787038B43FF57A6CD893DFE228CA4F4C28BBFCF3","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DevTools\DebugConfig.cs","135","112","3774","30d920762ee70b8bbfcde91f65f37cdf3a5dcbada19a178ee42f1422b3bf3e81","8079D12AEB8096EBBB6B708E07DCC13B98D255469C9F5E51855E702AEA8CF1E2","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DevTools\DevToolsCore.cs","1063","916","35788","2e98647410e245ebf7049f263e73cf7fcc17fd708630ba25e5e40e80163e92b0","12AC3D5ED5B55A17456883B82B35A6DF34DD821643A5606DF009A5008CB79167","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\AttrWrapper.cs","104","87","4315","4b3327b2c835bab427e0ed9f4470389d506e88d3c4ed2cea313e80864ef4e073","29EB200824776A4318387647209D862D5F118010E31BF3D041447FE5EB131054","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\CommentWrapper.cs","39","35","1111","6b91d6b182507d4dee18c5c0ad456447de0ff583ee3bb1e079846eb5a592883c","BBFC62FB5796AC0C65598D1C53DB0B63D9266B575B8BF2912DCE7B66438B9A14","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\CustomElementRegistry.cs","373","325","13838","36e3a782b2e69414a47efa15f29c381a4fe73a6f8a0fc7c2bb93561e8acd1d70","ED47960441B5CBA0D11B77CB28079146E8606A223BCAF3CB9B4A9F9EA5B47A6A","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\CustomEvent.cs","66","57","2153","e3de7b35ec04afd48450bf94d1256e76ec00d9d35e9551c00fd31a1383ca64b3","B62080643B88C050301BFE7BBEC35BBEEC3E8BC5B6215B3204A8297A0F583365","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\DocumentWrapper.cs","761","643","32197","57eba692eb354e7df811a37ce23464db05fd9bef7ce7ea8fdf2d4be4e9422b44","549615034896FA23FC0885C8F4640137E12DF1EB9C41B993C51196BCE7875EEC","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\DomEvent.cs","335","293","12767","82f81e90192539c5813e76f45fa7b9491ed71994fb1bffb99e3514d8c1bb67aa","F02A829DB71A20C3C7BB1C7FAA4065CBFB08CA89A971D7D58D996BFBA0E9DE60","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\DomMutationQueue.cs","178","158","5382","deb0ee727fc77b1698855165165f6560d72fbccf43a4939fabf3a690eb9fbedf","EC7D49B2110325C062B40E134DDAC6853EE81954FE6E12BE8C344889F5946535","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\DomWrapperFactory.cs","46","40","1857","5058cd98997c6ae589244f08d350cc93d85842bdcd633c2f8d49c46fed288896","F7166E1B5E0111C7CB07F6C32848BB3E51F695E639758E04F23F70E459EDC6B0","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\ElementWrapper.cs","2140","1800","84886","f41bd7cefd840ca2eff42d8bb8bada807bbc7198a1a5fbc15fee020ab425383c","FEFF059CF3AFC7980D2B5152C153A4F4079C881E3B3466375B9FE41135AA4347","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\EventListenerRegistry.cs","249","207","7985","d2e9a408ed2d39476d821c76c1e71aba9e240a38b6234dda732add86837758e0","BFF3FD0761BF27B51BCFAB32DA22543AB76742C48478D3F3E0C318F3F20F01A4","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\EventTarget.cs","424","366","18188","13c56e7cccdf3a40831880dc381e4a67f814c3e208977e13888e0a25876311f5","79D373B1126E8DC7401C765426410E2153898CFC08DF2B7754FE31C16E1A0853","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\HTMLCollectionWrapper.cs","433","366","14040","1a7fd58a1c4c112daec54f9a0556da9899f0bcddde79f53d4c6f3dd238c51f04","34DE8C1CF9097E9AB486C9AF3C66ACE8AE7899610EDD42696F419E5F61662430","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\InMemoryCookieStore.cs","202","180","8245","978d959100327fb000e431b491b1e6d2a052e7d452e6475bdeeca57709f08b57","269104603B261C4923D612545015C69DCA8FC4C40D74CA61E5846521719E907B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\MutationObserverWrapper.cs","220","192","8867","86ef1594417c5fef3734cc90057a6dc0ffc254e3f6f9a2aaf4e790fff7ace8c7","AB25B053B2344A2619BC356CEF8C98BF2A698E15B76EEB3D37CF198B0D214C3B","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\NamedNodeMapWrapper.cs","171","141","6667","9de74bee54ce714cc867775b83736fc2501d33c8ed68f72d2c38c66967e144fc","D7ED73C75D643FBA0623A4C8FB809C3BF53E4CABC9F062155E5E4851BE30F1DA","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\NodeListWrapper.cs","92","79","3506","2c67228cdb0b2a41e91d3580988b7619a5fc0d6a74ee71935f8d19b75fa0fa68","D171CCD3071931DADAD5D359E6896695519BB5A24A496F1CB5BD76D00C970DD8","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\NodeWrapper.cs","366","308","13077","37459808980e4040d40a5b03d1c0739fdcd259ee279b9f5133319a76fa7f99df","B793E6AB37F3DB80C264F79E8B1DE4047C454CE621597481BBAB982B0CF75B1F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\Observers.cs","268","233","9426","8f35af268f04d54ae75ebd4c93255c0c86fa69875a7ecde7ea2ecf05b52f4939","AD8CC4C55645AD3EDE7BFF2F633B87CE7EDE575652DD56EE4CEA2A51612DFF8C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\RangeWrapper.cs","95","79","5616","79d3f366451436ef99d9b45b9df61f119ab3be86dfb6ac3e0a10efcaac192ac3","DB1A50F0CA6B2F57A9AA72210D213AD51864965BEE15D12D14E78346EE17C207","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\ShadowRootWrapper.cs","88","73","3122","ac09c2049843bd142068929a2cd1ffa474c3ee1c849bd2a968300881d3aaa263","E0EE49DAE3A0F9F386836B489A2D5AA5072FD7913E69924E67275A6886206053","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\StaticNodeList.cs","25","20","681","35500d9ecb2fc9c2bf3958f0d14ce27e923c8abe99adfe3c1fa237c6a7bbd087","ABC4D8E6FDEEF03C45D6E541F715E826AB70C9B6A7826C9DE510172953810415","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\TextWrapper.cs","44","40","1310","ceebf880c4181d448d1de6cc1be6fa32c1782d9862418dff7dd0b152135ad8cd","F2E1CA4EEA13756A1FE624E1E2B2C4CF29EECECE0D3BC4F9AF2BD9504404B949","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\DOM\TouchEvent.cs","152","137","5178","2f78affb5d191971fefd6ef0efd2936b77c61aab33da4381a7a72a99ebbfd7a0","38103F88DA83939F37D59E24209879EC5E9CCCE02E5026D006D9B10AF9CB894F","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Errors\FenError.cs","113","100","3268","6b1fd29fb406cf0b310cb0aaeb876165c566751b4d76cd6250248fc74c6e4bef","68B53B8C4AC6AEFF542514D3720BF21D0082FB1B3F0CF9AC74CE2FA2E5417B7E","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\FenBrowser.FenEngine.csproj","22","18","715","2075efdc76add36fc9e6d2199d82092c44be887d4e36fc52086dd81f53a1ea4d","41B6A75D1AF88D22A7315D82A0F151450F91670B8DAD7E2EFA88D1AD27929DE3","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\HTML\ForeignContent.cs","333","301","13883","34463bc7fd18cd413e4a9eb2a2d579fe4a900e2053b66f2c8d822ce0474e8c8c","2E1E9225C8CF7B0493F92E6593D8072A3F069792FCBC6C9BFBE4DC477585002D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\HTML\HtmlEntities.cs","482","452","15430","bddccac0272b755e699be6bb9c9e3bb71c5e09333dc2e9a3adee08373f7d22d1","120B43F7B37EF9F31B6B21B7A90FF95273781E4BCD0D62F2094DA936E3BD9AEC","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\HTML\HtmlToken.cs","101","86","2711","2db8fad758ff63500cfb5bc52965da800d0718957f28642fb3a8e84555050971","BF95F2BCC74C392D886E02F891A7D9F2AA650B41C7E4A25A533E022A9A963804","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\HTML\HtmlTokenizer.cs","1546","1451","47155","35ffbc64a6ab898fe5a53e555c5aefdcf429e49d2d2cd33c7e88ada84a79f75d","FD2689C6DEA0E80B4EC024ADADACDBEEB05DED76F161E0DD3B40439FB116FFEF","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\HTML\HtmlTreeBuilder.cs","1561","1424","62528","6198a75396b019cfac4496a948ba214a52ef63cc3ab09a5795f702c4d9fa1a23","49B8307562346DE1D785444CEE831C32337ED999D82C8DEC0F41E351BF52B66A","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Interaction\FocusManager.cs","122","103","3596","b0c6822eb07b705d4a39dcfb4747fe1d85bd2eed721b4befefdd4b99ccba11ce","C58163C03BBAFBA2789D13B5BA5D8B556AE9DB69800C3B99F0B4A52CC2EFE49C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Interaction\HitTestResult.cs","97","83","2655","23ff9f0e69e715412f22832c3b5e1964d68247bd2214cd6bb6f4639880bbaf50","F6E832859815182C7134406B90F2408D239DF23A97FA5904133754449C9D30DE","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Interaction\InputManager.cs","242","218","9447","af51343d68276c02b58ed0b29dba0217c4d160535c6462d5f6f74dd84abd5990","F26854776251BA82803790C1D16038993EFE3EFD0FF8D28AD85A1E3F6D570D07","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Jit\BytecodeCompiler.cs","426","379","14964","a6aee7417abb62c777dcce2d5d2fdd74a6a6969e11dcb377badf0ba79c901a35","8C62940382189536070B49A51B49D6296645D19503A9C4DD8BCB525398CE5155","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Jit\FenBytecode.cs","87","74","2573","3e1365306abed3d02bc2326d72cc99fc9b36e46b47af07556dc500e09eeca88c","97BFB6EC80A5576ABEC64E769B2A71B8A04FF7ED8B4CB691E2FEC719CD00FF1D","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Jit\JitCompiler.cs","462","399","22379","dd1d066c0c1ad81ff36ae68b64b2dc58c291688345098a5f0d4c31d2d4fd0d2a","E5C1381ED1B5ADC0510B5895755619D47F93E26C73E251CB6CCFE73CCE64C10C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Jit\JitRuntime.cs","65","58","2154","466d08cb6c10d8ac3bc30ba830fb0b7c4d2cc9cb35e9335c7c08b60cd7fef889","5C86997D0100230762629B633C8F32F11E2DB1E5343DEBA1258FC4314A68A2CD","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\AbsolutePositionSolver.cs","394","339","15740","2ddd3e071cc95c16608fbef6d3602cda034740a99e26997dda3bd39ef87af9f5","F045060A0B3BCF0731EEC6F935E38A3A5B4670938C3E9AEED5282A614CBE1F19","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Algorithms\BlockLayoutAlgorithm.cs","700","588","35247","22fc66bf9f284e220a643549a42ecfdd6550485193d3fe07df800e07c988bd8b","67DE16DCB295D7F6C9F56A0D78F471EFD936D14A01EF9392B961BCE06989E629","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Algorithms\ILayoutAlgorithm.cs","20","18","569","ce29702d99cf429a6b1794cc178d8b07ca579ea2e97cfcb426fb1efabdd09372","AC9839F9091CB17C08B2897541CA58427534C7D379FA6CEF147D3EDA1F85DDE2","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Algorithms\LayoutContext.cs","43","38","1592","eae82cd6fb3f8cef74c633027e1d8726e131b7f9083de98cf84e122ecaea1e2d","1F1F013C2373034070E02A1889CDEED088B87A8E15DDB9C6637BA3D36DF4093C","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\Algorithms\LayoutHelpers.cs","110","102","4340","2580747e926c01a6dfbdc6b5458c9831b3db18134d2561db315019b81c9a5ccd","66F85F14E498FFB456C492DD9F4BB04C47FC628D681DBD9A4B2B29C65BF1BA54","False"
"C:\Users\udayk\Videos\fenbrowser-test\FenBrowser.FenEngine\Layout\BoxModel.cs","138","119","3845","3688ded082039c5767b7a4468f2380c71c46a9a25b8f5f0c9e211877db6c368b","DDF3E3911D146F8A031CB15D8D9FB36E3EC75ACBC2080888B8A6AFE19A03ACD7","False"
